time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010462200000	-26.1616	-3.85179	4.88027	1.9343	-0.735393	lidar	0	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2387	-3.61669	4.88813	1.86394	-0.88819	radar	0	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2547	-3.34554	4.90958	1.79306	-0.923456	lidar	0	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3112	-3.10807	4.90738	1.7634	-0.854886	radar	0	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.324	-2.87022	4.88766	1.70934	-0.873776	lidar	0	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3892	-2.64472	4.86956	1.72283	-0.65118	radar	0	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4616	-2.48928	4.76029	1.71356	-0.636612	lidar	0	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5201	-2.25052	4.77057	1.72518	-0.459167	radar	0	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5721	-2.05508	4.7166	1.71272	-0.449426	lidar	0	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6019	-1.81612	4.72299	1.70686	-0.362771	radar	0	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6051	-1.56979	4.73369	1.6764	-0.380508	lidar	0	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5982	-1.34156	4.71877	1.60841	-0.581138	radar	0	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6029	-1.11549	4.70409	1.57966	-0.581254	lidar	0	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6327	-0.890348	4.69439	1.56953	-0.538347	radar	0	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6466	-0.640241	4.72155	1.54968	-0.526268	lidar	0	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6329	-0.400312	4.73265	1.49138	-0.675698	radar	0	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5851	-0.107149	4.82007	1.44633	-0.686108	lidar	0	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5679	0.13095	4.82127	1.41807	-0.682792	radar	0	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5426	0.422286	4.90515	1.39256	-0.662689	lidar	0	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5323	0.663123	4.89676	1.40695	-0.483742	radar	0	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5289	0.94507	4.95858	1.40212	-0.451037	lidar	0	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4881	1.20779	4.9823	1.41335	-0.288784	radar	0	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4394	1.44514	4.97056	1.39507	-0.294672	lidar	0	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.395	1.66449	4.93305	1.37482	-0.318968	radar	0	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3477	1.87651	4.88769	1.3581	-0.320696	lidar	0	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2751	2.10708	4.88445	1.3041	-0.481634	radar	0	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2156	2.30079	4.8204	1.27998	-0.482994	lidar	0	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1513	2.52965	4.81341	1.27537	-0.395742	radar	0	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0764	2.77145	4.83323	1.25581	-0.394544	lidar	0	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9789	2.99165	4.83725	1.17647	-0.658424	radar	0	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8734	3.26716	4.92189	1.14696	-0.648911	lidar	0	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7933	3.49683	4.92171	1.13365	-0.593474	radar	0	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6833	3.69633	4.8905	1.09918	-0.603075	lidar	0	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5687	3.90353	4.87661	1.07115	-0.586884	radar	0	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4983	4.08315	4.80683	1.05468	-0.573113	lidar	0	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3769	4.28483	4.79706	1.0305	-0.547067	radar	0	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2137	4.50052	4.83348	0.991322	-0.562519	lidar	0	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0642	4.69947	4.82682	0.989874	-0.40823	radar	0	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9472	4.89497	4.81041	0.9749	-0.400932	lidar	0	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7897	5.08457	4.81284	0.942681	-0.42567	radar	0	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.623	5.29909	4.8577	0.918337	-0.428183	lidar	0	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4504	5.47155	4.86031	0.850885	-0.607263	radar	0	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2606	5.64241	4.86675	0.808117	-0.625407	lidar	0	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0973	5.8008	4.8464	0.766391	-0.671852	radar	0	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9198	5.95967	4.8389	0.73058	-0.67593	lidar	0	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7768	6.15913	4.81657	0.798929	-0.267732	radar	0	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6147	6.31875	4.79641	0.783446	-0.27269	lidar	0	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4617	6.4973	4.79183	0.788237	-0.216455	radar	0	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2449	6.7251	4.90589	0.782986	-0.204756	lidar	0	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0438	6.86364	4.89201	0.740369	-0.291457	radar	0	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8357	7.03978	4.93126	0.721692	-0.297283	lidar	0	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6197	7.17078	4.93528	0.655484	-0.478764	radar	0	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4365	7.3161	4.91922	0.634719	-0.474512	lidar	0	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2072	7.43639	4.94756	0.54435	-0.741552	radar	0	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0229	7.59422	4.9565	0.528747	-0.707808	lidar	0	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8401	7.77309	4.95244	0.577761	-0.404319	radar	0	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6336	7.91574	4.96112	0.56232	-0.395595	lidar	0	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4412	8.05362	4.94584	0.559557	-0.341043	radar	0	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2166	8.0833	4.85672	0.494433	-0.422236	lidar	0	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0217	8.25344	4.86319	0.555515	-0.124303	radar	0	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8499	8.41312	4.8582	0.572894	-0.0848392	lidar	0	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.605	8.50928	4.89046	0.48679	-0.391611	radar	0	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3573	8.6465	4.95011	0.470849	-0.38605	lidar	0	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.156	8.78529	4.93683	0.503105	-0.194924	radar	0	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9611	8.88872	4.89854	0.491631	-0.198012	lidar	0	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7568	9.01349	4.88737	0.506201	-0.104441	radar	0	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5395	9.08577	4.84847	0.47958	-0.137959	lidar	0	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2955	9.18836	4.8892	0.429521	-0.311402	radar	0	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.011	9.27542	4.95062	0.394989	-0.340738	lidar	0	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7925	9.35887	4.93468	0.366186	-0.389732	radar	0	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5378	9.45733	4.97469	0.348169	-0.386014	lidar	0	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2751	9.47694	4.98382	0.246865	-0.664093	radar	0	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9804	9.60146	5.10468	0.239875	-0.613781	lidar	0	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7355	9.70148	5.09624	0.280951	-0.3394	radar	0	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4602	9.81108	5.16576	0.282182	-0.303442	lidar	0	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2121	9.88731	5.17338	0.265952	-0.318549	radar	0	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9397	10.0147	5.24652	0.279073	-0.268979	lidar	0	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.684	10.0808	5.2507	0.259038	-0.291888	radar	0	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4365	10.1895	5.27226	0.266511	-0.25717	lidar	0	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.179	10.2563	5.28281	0.240801	-0.316917	radar	0	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9446	10.2745	5.22517	0.206634	-0.345268	lidar	0	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6954	10.3441	5.21843	0.21546	-0.249373	radar	0	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4758	10.3313	5.12914	0.172777	-0.300103	lidar	0	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1851	10.3444	5.19047	0.0971357	-0.535138	radar	0	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9223	10.3961	5.21407	0.0854734	-0.508819	lidar	0	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6757	10.443	5.163	0.138713	-0.177902	radar	0	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4352	10.4034	5.104	0.0896108	-0.252136	lidar	0	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1738	10.4301	5.11477	0.0839759	-0.226492	radar	0	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8646	10.601	5.26305	0.154441	-0.0791133	lidar	0	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6013	10.671	5.27103	0.190833	0.0625607	radar	0	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3565	10.6733	5.22869	0.170087	0.0257858	lidar	0	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0911	10.6913	5.24026	0.128555	-0.135347	radar	0	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8379	10.7923	5.265	0.154922	-0.0862887	lidar	0	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5691	10.843	5.28539	0.150676	-0.102134	radar	0	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3374	10.8076	5.2077	0.112089	-0.150558	lidar	0	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0764	10.8469	5.21222	0.119868	-0.0932587	radar	0	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.832	10.914	5.21007	0.133529	-0.0634321	lidar	0	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5528	10.9316	5.23915	0.106214	-0.150389	radar	0	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3259	10.944	5.18485	0.0932474	-0.157864	lidar	0	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0654	10.8657	5.18692	-0.0584466	-0.694586	radar	0	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7761	10.82	5.22192	-0.10593	-0.713114	lidar	0	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5281	10.8165	5.18869	-0.095986	-0.5359	radar	0	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2944	10.7997	5.15782	-0.117923	-0.529441	lidar	0	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.035	10.8758	5.12052	0.00747084	0.0175948	radar	0	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77382	10.9325	5.1441	0.0398674	0.0777107	lidar	0	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54501	10.9036	5.09794	0.00933549	-0.0150315	radar	0	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28523	10.9359	5.11435	0.0237603	0.00782425	lidar	0	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03903	10.9117	5.09377	0.0064479	-0.0252487	radar	0	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77567	10.9493	5.11755	0.0224807	-0.000742184	lidar	0	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.53571	10.9009	5.08378	-0.0151752	-0.0929051	radar	0	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.36851	10.8233	4.93443	-0.0544656	-0.137668	lidar	0	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.11503	10.8374	4.94541	-0.0312324	-0.0371489	radar	0	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.78286	10.8883	5.08881	-0.00183806	0.0127001	lidar	0	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51883	10.8863	5.10015	0.00921134	0.0647693	radar	0	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24513	10.8796	5.12638	0.00806723	0.0569109	lidar	0	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00417	10.9109	5.10401	0.0502381	0.202241	radar	0	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
